Date,Open,High,Low,Close,Adj Close,Volume,Symbol,DailyReturn,Source,LoadTime
2019-01-18,157.5,157.8800048828125,155.97999572753906,156.82000732421875,154.1328582763672,33751000,AAPL,-0.4317413814484127,Bloomberg,2025-10-22 19:20:59
2019-01-22,156.41000366210938,156.72999572753906,152.6199951171875,153.3000030517578,150.6731719970703,30394000,AAPL,-1.988364259021475,Bloomberg,2025-10-22 19:20:59
2019-01-23,154.14999389648438,155.13999938964844,151.6999969482422,153.9199981689453,151.2825469970703,23130600,AAPL,-0.14920255377597386,Bloomberg,2025-10-22 19:20:59
2019-01-24,154.11000061035156,154.47999572753906,151.74000549316406,152.6999969482422,150.08343505859375,25441500,AAPL,-0.9149332661897771,Bloomberg,2025-10-22 19:20:59
2019-01-25,155.47999572753906,158.1300048828125,154.32000732421875,157.75999450683594,155.05674743652344,33535500,AAPL,1.4664258052156836,Bloomberg,2025-10-22 19:20:59
2019-01-28,155.7899932861328,156.3300018310547,153.66000366210938,156.3000030517578,153.62176513671875,26192100,AAPL,0.3273700414687655,Bloomberg,2025-10-22 19:20:59
2019-01-29,156.25,158.1300048828125,154.11000061035156,154.67999267578125,152.02951049804688,41587200,AAPL,-1.0048046874999998,Bloomberg,2025-10-22 19:20:59
2019-01-30,163.25,166.14999389648438,160.22999572753906,165.25,162.4184112548828,61109800,AAPL,1.2251148545176112,Bloomberg,2025-10-22 19:20:59
2019-01-31,166.11000061035156,169.0,164.55999755859375,166.44000244140625,163.58799743652344,40739600,AAPL,0.19866463779551788,Bloomberg,2025-10-22 19:20:59
2019-02-01,166.9600067138672,168.97999572753906,165.92999267578125,166.52000427246094,163.66664123535156,32668100,AAPL,-0.2635376280023261,Bloomberg,2025-10-22 19:20:59
2019-02-04,167.41000366210938,171.66000366210938,167.27999877929688,171.25,168.31558227539062,31495500,AAPL,2.2937675490653775,Bloomberg,2025-10-22 19:20:59
2019-02-05,172.86000061035156,175.0800018310547,172.35000610351562,174.17999267578125,171.1953887939453,36101600,AAPL,0.7636191488886533,Bloomberg,2025-10-22 19:20:59
2019-02-06,174.64999389648438,175.57000732421875,172.85000610351562,174.24000549316406,171.25436401367188,28239600,AAPL,-0.2347485929849582,Bloomberg,2025-10-22 19:20:59
2019-02-07,172.39999389648438,173.94000244140625,170.33999633789062,170.94000244140625,168.0109100341797,31741700,AAPL,-0.8468628229504233,Bloomberg,2025-10-22 19:20:59
2019-02-08,168.99000549316406,170.66000366210938,168.4199981689453,170.41000366210938,168.2083282470703,23820000,AAPL,0.840285296637116,Bloomberg,2025-10-22 19:20:59
2019-02-11,171.0500030517578,171.2100067138672,169.25,169.42999267578125,167.240966796875,20993400,AAPL,-0.94709754286667,Bloomberg,2025-10-22 19:20:59
2019-02-12,170.10000610351562,171.0,169.6999969482422,170.88999938964844,168.68211364746094,22283500,AAPL,0.46442872297844373,Bloomberg,2025-10-22 19:20:59
2019-02-13,171.38999938964844,172.47999572753906,169.9199981689453,170.17999267578125,167.9812774658203,22490200,AAPL,-0.70599610139229,Bloomberg,2025-10-22 19:20:59
2019-02-14,169.7100067138672,171.25999450683594,169.3800048828125,170.8000030517578,168.59329223632812,21835700,AAPL,0.6422699279768281,Bloomberg,2025-10-22 19:20:59
2019-02-15,171.25,171.6999969482422,169.75,170.4199981689453,168.21820068359375,24626800,AAPL,-0.48467260207572993,Bloomberg,2025-10-22 19:20:59
2019-02-19,169.7100067138672,171.44000244140625,169.49000549316406,170.92999267578125,168.72158813476562,18972800,AAPL,0.7188650719759686,Bloomberg,2025-10-22 19:20:59
2019-02-20,171.19000244140625,173.32000732421875,170.99000549316406,172.02999877929688,169.80738830566406,26114400,AAPL,0.4906807207845757,Bloomberg,2025-10-22 19:20:59
2019-02-21,171.8000030517578,172.3699951171875,170.3000030517578,171.05999755859375,168.8499298095703,17249700,AAPL,-0.4307366007095604,Bloomberg,2025-10-22 19:20:59
2019-02-22,171.5800018310547,173.0,171.3800048828125,172.97000122070312,170.7352294921875,18913200,AAPL,0.8101173649695451,Bloomberg,2025-10-22 19:20:59
2019-02-25,174.16000366210938,175.8699951171875,173.9499969482422,174.22999572753906,171.9789581298828,21873400,AAPL,0.040188369291424816,Bloomberg,2025-10-22 19:20:59
2019-02-26,173.7100067138672,175.3000030517578,173.1699981689453,174.3300018310547,172.07766723632812,17070200,AAPL,0.3569138755539557,Bloomberg,2025-10-22 19:20:59
2019-02-27,173.2100067138672,175.0,172.72999572753906,174.8699951171875,172.61068725585938,27835400,AAPL,0.9583674955122636,Bloomberg,2025-10-22 19:20:59
2019-02-28,174.32000732421875,174.91000366210938,172.9199981689453,173.14999389648438,170.9129180908203,28215400,AAPL,-0.6711871148320115,Bloomberg,2025-10-22 19:20:59
2019-03-01,174.27999877929688,175.14999389648438,172.88999938964844,174.97000122070312,172.70938110351562,25886200,AAPL,0.3959160237773751,Bloomberg,2025-10-22 19:20:59
2019-03-04,175.69000244140625,177.75,173.97000122070312,175.85000610351562,173.57803344726562,27436200,AAPL,0.09107158056004766,Bloomberg,2025-10-22 19:20:59
2019-03-05,175.94000244140625,176.0,174.5399932861328,175.52999877929688,173.2621612548828,19737400,AAPL,-0.23303606707969646,Bloomberg,2025-10-22 19:20:59
2019-03-06,174.6699981689453,175.49000549316406,173.94000244140625,174.52000427246094,172.26522827148438,20810400,AAPL,-0.08587273032389744,Bloomberg,2025-10-22 19:20:59
2019-03-07,173.8699951171875,174.44000244140625,172.02000427246094,172.5,170.2713165283203,24796400,AAPL,-0.7879422302071902,Bloomberg,2025-10-22 19:20:59
2019-03-08,170.32000732421875,173.07000732421875,169.5,172.91000366210938,170.676025390625,23999400,AAPL,1.5206647642753706,Bloomberg,2025-10-22 19:20:59
2019-03-11,175.49000549316406,179.1199951171875,175.35000610351562,178.89999389648438,176.58860778808594,32011000,AAPL,1.9431239937211944,Bloomberg,2025-10-22 19:20:59
2019-03-12,180.0,182.6699981689453,179.3699951171875,180.91000366210935,178.57266235351562,32467600,AAPL,0.5055575900607481,Bloomberg,2025-10-22 19:20:59
2019-03-13,182.25,183.3000030517578,180.9199981689453,181.7100067138672,179.36231994628906,31032500,AAPL,-0.2962926124185528,Bloomberg,2025-10-22 19:20:59
2019-03-14,183.8999938964844,184.1000061035156,182.55999755859372,183.72999572753903,181.3562164306641,23579500,AAPL,-0.09244055170608638,Bloomberg,2025-10-22 19:20:59
2019-03-15,184.8500061035156,187.3300018310547,183.7400054931641,186.1199951171875,183.71533203125,39042900,AAPL,0.6870375827635691,Bloomberg,2025-10-22 19:20:59
2019-03-18,185.8000030517578,188.38999938964844,185.7899932861328,188.0200042724609,185.5908050537109,26219800,AAPL,1.1948337913022944,Bloomberg,2025-10-22 19:20:59
2019-03-19,188.3500061035156,188.9900054931641,185.9199981689453,186.52999877929688,184.12005615234372,31646400,AAPL,-0.966290026674308,Bloomberg,2025-10-22 19:20:59
2019-03-20,186.22999572753903,189.4900054931641,184.72999572753903,188.16000366210935,185.7289886474609,31035200,AAPL,1.0363571813608272,Bloomberg,2025-10-22 19:20:59
2019-03-21,190.0200042724609,196.3300018310547,189.80999755859372,195.08999633789065,192.5694274902344,51034200,AAPL,2.668135960127712,Bloomberg,2025-10-22 19:20:59
2019-03-22,195.33999633789065,197.69000244140625,190.77999877929688,191.0500030517578,188.58164978027344,42407700,AAPL,-2.1961673833105824,Bloomberg,2025-10-22 19:20:59
2019-03-25,191.50999450683597,191.97999572753903,186.6000061035156,188.7400054931641,186.30148315429688,43845300,AAPL,-1.4463939706149385,Bloomberg,2025-10-22 19:20:59
2019-03-26,191.66000366210935,192.8800048828125,184.5800018310547,186.7899932861328,184.37667846679688,49800500,AAPL,-2.5409633115536256,Bloomberg,2025-10-22 19:20:59
2019-03-27,188.75,189.75999450683597,186.5500030517578,188.47000122070312,186.03497314453125,29848400,AAPL,-0.1483437241307947,Bloomberg,2025-10-22 19:20:59
2019-03-28,188.9499969482422,189.55999755859372,187.52999877929688,188.72000122070312,186.28173828125,20780400,AAPL,-0.1217230649662639,Bloomberg,2025-10-22 19:20:59
2019-03-29,189.8300018310547,190.0800018310547,188.5399932861328,189.9499969482422,187.4958648681641,23564000,AAPL,0.06321188222623182,Bloomberg,2025-10-22 19:20:59
2019-04-01,191.63999938964844,191.67999267578125,188.3800048828125,191.2400054931641,188.7692108154297,27862000,AAPL,-0.20872150790976915,Bloomberg,2025-10-22 19:20:59
2019-04-02,191.08999633789065,194.4600067138672,191.0500030517578,194.0200042724609,191.51329040527344,22765700,AAPL,1.5333130936845767,Bloomberg,2025-10-22 19:20:59
2019-04-03,193.25,196.5,193.1499938964844,195.3500061035156,192.82611083984372,23271800,AAPL,1.0866784494259232,Bloomberg,2025-10-22 19:20:59
2019-04-04,194.7899932861328,196.3699951171875,193.13999938964844,195.69000244140625,193.16168212890625,19114300,AAPL,0.4620407548099184,Bloomberg,2025-10-22 19:20:59
2019-04-05,196.4499969482422,197.1000061035156,195.92999267578125,197.0,194.4547576904297,18526600,AAPL,0.27997101567923127,Bloomberg,2025-10-22 19:20:59
2019-04-08,196.4199981689453,200.22999572753903,196.33999633789065,200.1000061035156,197.51470947265625,25881700,AAPL,1.8735403568250855,Bloomberg,2025-10-22 19:20:59
2019-04-09,200.32000732421875,202.8500061035156,199.22999572753903,199.5,196.92247009277344,35768200,AAPL,-0.40934868921583295,Bloomberg,2025-10-22 19:20:59
2019-04-10,198.67999267578125,200.7400054931641,198.17999267578125,200.6199951171875,198.02798461914065,21695300,AAPL,0.9764457987332777,Bloomberg,2025-10-22 19:20:59
2019-04-11,200.8500061035156,201.0,198.44000244140625,198.9499969482422,196.37957763671875,20900800,AAPL,-0.9459841162733986,Bloomberg,2025-10-22 19:20:59
2019-04-12,199.1999969482422,200.13999938964844,196.2100067138672,198.8699951171875,196.3006134033203,27760700,AAPL,-0.16566357234454743,Bloomberg,2025-10-22 19:20:59
2019-04-15,198.5800018310547,199.8500061035156,198.00999450683597,199.22999572753903,196.6559600830078,17536600,AAPL,0.3273209238044725,Bloomberg,2025-10-22 19:20:59
2019-04-16,199.4600067138672,201.3699951171875,198.55999755859372,199.25,196.6757049560547,25696400,AAPL,-0.10528763000015835,Bloomberg,2025-10-22 19:20:59
2019-04-17,199.5399932861328,203.3800048828125,198.6100006103516,203.1300048828125,200.50558471679688,28906800,AAPL,1.7991438896821785,Bloomberg,2025-10-22 19:20:59
2019-04-18,203.1199951171875,204.1499938964844,202.5200042724609,203.8600006103516,201.2261505126953,24195800,AAPL,0.3643193732538021,Bloomberg,2025-10-22 19:20:59
2019-04-22,202.8300018310547,204.94000244140625,202.33999633789065,204.52999877929688,201.8874969482422,19439500,AAPL,0.8381388023938311,Bloomberg,2025-10-22 19:20:59
2019-04-23,204.42999267578125,207.75,203.8999938964844,207.47999572753903,204.7993621826172,23323000,AAPL,1.4919547820925578,Bloomberg,2025-10-22 19:20:59
2019-04-24,207.3600006103516,208.47999572753903,207.0500030517578,207.16000366210935,204.48350524902344,17540600,AAPL,-0.09644914528046174,Bloomberg,2025-10-22 19:20:59
2019-04-25,206.8300018310547,207.75999450683597,205.1199951171875,205.27999877929688,202.6278076171875,18543200,AAPL,-0.7494091950083258,Bloomberg,2025-10-22 19:20:59
2019-04-26,204.8999938964844,205.0,202.1199951171875,204.3000030517578,201.66046142578125,18649100,AAPL,-0.29282130922351646,Bloomberg,2025-10-22 19:20:59
2019-04-29,204.3999938964844,205.97000122070312,203.8600006103516,204.6100006103516,201.96646118164065,22204700,AAPL,0.10274301376620516,Bloomberg,2025-10-22 19:20:59
2019-04-30,203.05999755859372,203.3999938964844,199.1100006103516,200.6699981689453,198.07736206054688,46534900,AAPL,-1.1769917356365405,Bloomberg,2025-10-22 19:20:59
2019-05-01,209.8800048828125,215.30999755859372,209.22999572753903,210.5200042724609,207.80010986328125,64827300,AAPL,0.3049358560886997,Bloomberg,2025-10-22 19:20:59
2019-05-02,209.83999633789065,212.6499938964844,208.1300048828125,209.1499938964844,206.4477996826172,31996300,AAPL,-0.32882312878770137,Bloomberg,2025-10-22 19:20:59
2019-05-03,210.88999938964844,211.83999633789065,210.22999572753903,211.75,209.01422119140625,20892400,AAPL,0.4077958238136235,Bloomberg,2025-10-22 19:20:59
2019-05-06,204.2899932861328,208.83999633789065,203.5,208.47999572753903,205.78646850585935,32443100,AAPL,2.0510071854266583,Bloomberg,2025-10-22 19:20:59
2019-05-07,205.8800048828125,207.4199981689453,200.8300018310547,202.8600006103516,200.23907470703125,38763700,AAPL,-1.4668759475597954,Bloomberg,2025-10-22 19:20:59
2019-05-08,201.8999938964844,205.33999633789065,201.75,202.8999938964844,200.27853393554688,26339500,AAPL,0.4952947153196583,Bloomberg,2025-10-22 19:20:59
2019-05-09,200.3999938964844,201.67999267578125,196.66000366210935,200.72000122070312,198.126708984375,34908600,AAPL,0.15968429838576728,Bloomberg,2025-10-22 19:20:59
2019-05-10,197.4199981689453,198.8500061035156,192.7700042724609,197.17999267578125,195.3819732666016,41208700,AAPL,-0.12157101377271516,Bloomberg,2025-10-22 19:20:59
2019-05-13,187.7100067138672,189.47999572753903,182.8500061035156,185.72000122070312,184.0264892578125,57430600,AAPL,-1.0601488583384349,Bloomberg,2025-10-22 19:20:59
2019-05-14,186.41000366210935,189.6999969482422,185.41000366210935,188.66000366210935,186.93966674804688,36529700,AAPL,1.2070167672322976,Bloomberg,2025-10-22 19:20:59
2019-05-15,186.2700042724609,191.75,186.0200042724609,190.9199981689453,189.17906188964844,26544700,AAPL,2.4963728940934384,Bloomberg,2025-10-22 19:20:59
2019-05-16,189.91000366210935,192.47000122070312,188.83999633789065,190.0800018310547,188.3467254638672,33031400,AAPL,0.0895151206714756,Bloomberg,2025-10-22 19:20:59
2019-05-17,186.92999267578125,190.8999938964844,186.75999450683597,189.0,187.27658081054688,32879100,AAPL,1.107370355387031,Bloomberg,2025-10-22 19:20:59
2019-05-20,183.5200042724609,184.3500061035156,180.27999877929688,183.08999633789065,181.42047119140625,38612300,AAPL,-0.2343112056230389,Bloomberg,2025-10-22 19:20:59
2019-05-21,185.22000122070312,188.0,184.6999969482422,186.6000061035156,184.89846801757807,28364800,AAPL,0.7450625600461449,Bloomberg,2025-10-22 19:20:59
2019-05-22,184.66000366210935,185.7100067138672,182.5500030517578,182.77999877929688,181.11328125,29748600,AAPL,-1.0180899195975877,Bloomberg,2025-10-22 19:20:59
2019-05-23,179.8000030517578,180.5399932861328,177.80999755859375,179.66000366210938,178.02174377441406,36529700,AAPL,-0.07786395287665086,Bloomberg,2025-10-22 19:20:59
2019-05-24,180.1999969482422,182.13999938964844,178.6199951171875,178.97000122070312,177.33804321289062,23714700,AAPL,-0.6825725573637758,Bloomberg,2025-10-22 19:20:59
2019-05-28,178.9199981689453,180.58999633789065,177.91000366210938,178.22999572753906,176.6047821044922,27948200,AAPL,-0.38564858510378186,Bloomberg,2025-10-22 19:20:59
2019-05-29,176.4199981689453,179.35000610351562,176.0,177.3800048828125,175.7625274658203,28481200,AAPL,0.5441598026476879,Bloomberg,2025-10-22 19:20:59
2019-05-30,177.9499969482422,179.22999572753906,176.6699981689453,178.3000030517578,176.6741485595703,21218400,AAPL,0.1966878952054303,Bloomberg,2025-10-22 19:20:59
2019-05-31,176.22999572753906,177.99000549316406,174.99000549316406,175.07000732421875,173.47360229492188,27043600,AAPL,-0.6582241567512243,Bloomberg,2025-10-22 19:20:59
2019-06-03,175.60000610351562,177.9199981689453,170.27000427246094,173.3000030517578,171.7197265625,40396100,AAPL,-1.309796680987567,Bloomberg,2025-10-22 19:20:59
2019-06-04,175.44000244140625,179.8300018310547,174.52000427246094,179.63999938964844,178.00192260742188,30968000,AAPL,2.393979075350794,Bloomberg,2025-10-22 19:20:59
2019-06-05,184.27999877929688,184.9900054931641,181.13999938964844,182.5399932861328,180.87545776367188,29773400,AAPL,-0.9442183116399853,Bloomberg,2025-10-22 19:20:59
2019-06-06,183.0800018310547,185.47000122070312,182.1499938964844,185.22000122070312,183.53103637695312,22526300,AAPL,1.1688875727799142,Bloomberg,2025-10-22 19:20:59
2019-06-07,186.50999450683597,191.9199981689453,185.7700042724609,190.1499938964844,188.41607666015625,30684400,AAPL,1.9516377121093231,Bloomberg,2025-10-22 19:20:59
2019-06-10,191.80999755859372,195.3699951171875,191.6199951171875,192.5800018310547,190.8239288330078,26220900,AAPL,0.4014411564891171,Bloomberg,2025-10-22 19:20:59
2019-06-11,194.8600006103516,196.0,193.6000061035156,194.80999755859372,193.03358459472656,26932900,AAPL,-0.02566101385674173,Bloomberg,2025-10-22 19:20:59
2019-06-12,193.9499969482422,195.97000122070312,193.38999938964844,194.19000244140625,192.41925048828125,18221800,AAPL,0.1237460669969027,Bloomberg,2025-10-22 19:20:59
2019-06-13,194.6999969482422,196.7899932861328,193.6000061035156,194.1499938964844,192.3795928955078,21674600,AAPL,-0.2824874475493666,Bloomberg,2025-10-22 19:20:59
2019-06-14,191.5500030517578,193.58999633789065,190.3000030517578,192.7400054931641,190.9824676513672,18761500,AAPL,0.6212489806563635,Bloomberg,2025-10-22 19:20:59
2019-06-17,192.8999938964844,194.9600067138672,192.1699981689453,193.88999938964844,192.1219787597656,14669100,AAPL,0.5132221485166553,Bloomberg,2025-10-22 19:20:59
2019-06-18,196.0500030517578,200.2899932861328,195.2100067138672,198.4499969482422,196.6403961181641,26551000,AAPL,1.224174373438173,Bloomberg,2025-10-22 19:20:59
2019-06-19,199.67999267578125,199.8800048828125,197.30999755859372,197.8699951171875,196.0656890869141,21124200,AAPL,-0.9064491311017964,Bloomberg,2025-10-22 19:20:59
2019-06-20,200.3699951171875,200.6100006103516,198.02999877929688,199.4600067138672,197.6411895751953,21514000,AAPL,-0.45415402779647757,Bloomberg,2025-10-22 19:20:59
2019-06-21,198.8000030517578,200.8500061035156,198.1499938964844,198.77999877929688,196.9673767089844,47800600,AAPL,-0.010062511143789752,Bloomberg,2025-10-22 19:20:59
2019-06-24,198.5399932861328,200.16000366210935,198.1699981689453,198.5800018310547,196.7692108154297,18220400,AAPL,0.020151378198253134,Bloomberg,2025-10-22 19:20:59
2019-06-25,198.42999267578125,199.25999450683597,195.2899932861328,195.57000732421875,193.7866668701172,21070300,AAPL,-1.4413069884226057,Bloomberg,2025-10-22 19:20:59
2019-06-26,197.7700042724609,200.9900054931641,197.3500061035156,199.8000030517578,197.97808837890625,26067500,AAPL,1.0264442207829678,Bloomberg,2025-10-22 19:20:59
2019-06-27,200.2899932861328,201.57000732421875,199.57000732421875,199.7400054931641,197.91864013671875,20899700,AAPL,-0.2745957418766364,Bloomberg,2025-10-22 19:20:59
2019-06-28,198.67999267578125,199.5,197.0500030517578,197.9199981689453,196.1152191162109,31110600,AAPL,-0.38252191204584207,Bloomberg,2025-10-22 19:20:59
2019-07-01,203.1699981689453,204.4900054931641,200.6499938964844,201.5500030517578,199.71214294433597,27316700,AAPL,-0.797359419101042,Bloomberg,2025-10-22 19:20:59
2019-07-02,201.41000366210935,203.1300048828125,201.3600006103516,202.72999572753903,200.88136291503903,16935200,AAPL,0.6553756225754012,Bloomberg,2025-10-22 19:20:59
2019-07-03,203.27999877929688,204.44000244140625,202.69000244140625,204.41000366210935,202.54605102539065,11362000,AAPL,0.5558859157802973,Bloomberg,2025-10-22 19:20:59
2019-07-05,203.3500061035156,205.0800018310547,202.8999938964844,204.22999572753903,202.36767578125,17265500,AAPL,0.4327462983086795,Bloomberg,2025-10-22 19:20:59
2019-07-08,200.80999755859372,201.3999938964844,198.41000366210935,200.0200042724609,198.19607543945312,25338600,AAPL,-0.3934033642435073,Bloomberg,2025-10-22 19:20:59
2019-07-09,199.1999969482422,201.50999450683597,198.80999755859372,201.2400054931641,199.40496826171875,20578000,AAPL,1.0241006908508918,Bloomberg,2025-10-22 19:20:59
2019-07-10,201.8500061035156,203.72999572753903,201.55999755859372,203.22999572753903,201.37681579589844,17897100,AAPL,0.6836708359155221,Bloomberg,2025-10-22 19:20:59
2019-07-11,203.30999755859372,204.38999938964844,201.7100067138672,201.75,199.91030883789065,20191800,AAPL,-0.7672999740920916,Bloomberg,2025-10-22 19:20:59
2019-07-12,202.4499969482422,204.0,202.1999969482422,203.3000030517578,201.44618225097656,17595200,AAPL,0.41985977590947327,Bloomberg,2025-10-22 19:20:59
2019-07-15,204.08999633789065,205.8699951171875,204.0,205.2100067138672,203.33876037597656,16947400,AAPL,0.5487825939896873,Bloomberg,2025-10-22 19:20:59
2019-07-16,204.58999633789065,206.1100006103516,203.5,204.5,202.63522338867188,16866800,AAPL,-0.04398863067675115,Bloomberg,2025-10-22 19:20:59
2019-07-17,204.0500030517578,205.08999633789065,203.2700042724609,203.3500061035156,201.49571228027344,14107500,AAPL,-0.34305167251806407,Bloomberg,2025-10-22 19:20:59
2019-07-18,204.0,205.8800048828125,203.6999969482422,205.66000366210935,203.7846527099609,18582200,AAPL,0.8137272853477189,Bloomberg,2025-10-22 19:20:59
2019-07-19,205.7899932861328,206.5,202.3600006103516,202.58999633789065,200.74264526367188,20929300,AAPL,-1.554981803120449,Bloomberg,2025-10-22 19:20:59
2019-07-22,203.6499938964844,207.22999572753903,203.6100006103516,207.22000122070312,205.33042907714844,22277900,AAPL,1.7530112601100107,Bloomberg,2025-10-22 19:20:59
2019-07-23,208.4600067138672,208.91000366210935,207.2899932861328,208.83999633789065,206.9356384277344,18355200,AAPL,0.1822841848724685,Bloomberg,2025-10-22 19:20:59
2019-07-24,207.6699981689453,209.1499938964844,207.1699981689453,208.6699981689453,206.7672119140625,14991600,AAPL,0.48153320596000204,Bloomberg,2025-10-22 19:20:59
2019-07-25,208.88999938964844,209.2400054931641,206.72999572753903,207.0200042724609,205.13226318359372,13909600,AAPL,-0.895205669324252,Bloomberg,2025-10-22 19:20:59
2019-07-26,207.47999572753903,209.72999572753903,207.13999938964844,207.7400054931641,205.8456878662109,17618900,AAPL,0.12531799256758203,Bloomberg,2025-10-22 19:20:59
2019-07-29,208.4600067138672,210.63999938964844,208.44000244140625,209.67999267578125,207.7679901123047,21673400,AAPL,0.5852374185081068,Bloomberg,2025-10-22 19:20:59
2019-07-30,208.75999450683597,210.16000366210935,207.30999755859372,208.77999877929688,206.87619018554688,33935700,AAPL,0.009582426224989208,Bloomberg,2025-10-22 19:20:59
2019-07-31,216.4199981689453,221.3699951171875,211.3000030517578,213.0399932861328,211.0973663330078,69281400,AAPL,-1.5617802936001992,Bloomberg,2025-10-22 19:20:59
2019-08-01,213.8999938964844,218.02999877929688,206.7400054931641,208.42999267578125,206.5293731689453,54017900,AAPL,-2.5572703958796406,Bloomberg,2025-10-22 19:20:59
2019-08-02,205.52999877929688,206.42999267578125,201.6300048828125,204.0200042724609,202.15960693359372,40862100,AAPL,-0.7346832656080705,Bloomberg,2025-10-22 19:20:59
2019-08-05,197.9900054931641,198.6499938964844,192.5800018310547,193.33999633789065,191.5769805908203,52393000,AAPL,-2.3486080237691525,Bloomberg,2025-10-22 19:20:59
2019-08-06,196.30999755859372,198.07000732421875,194.0399932861328,197.0,195.20361328125,35824800,AAPL,0.35148614435713066,Bloomberg,2025-10-22 19:20:59
2019-08-07,195.41000366210935,199.55999755859372,193.82000732421875,199.0399932861328,197.2250061035156,33364400,AAPL,1.8576273251088082,Bloomberg,2025-10-22 19:20:59
2019-08-08,200.1999969482422,203.52999877929688,199.38999938964844,203.42999267578125,201.57498168945312,27009500,AAPL,1.6133845038839412,Bloomberg,2025-10-22 19:20:59
2019-08-09,201.3000030517578,202.75999450683597,199.2899932861328,200.9900054931641,199.91392517089844,24619700,AAPL,-0.15399779130356778,Bloomberg,2025-10-22 19:20:59
2019-08-12,199.6199951171875,202.0500030517578,199.1499938964844,200.47999572753903,199.4066467285156,22474900,AAPL,0.4308188715497504,Bloomberg,2025-10-22 19:20:59
2019-08-13,201.0200042724609,212.13999938964844,200.47999572753903,208.97000122070312,207.8512115478516,47218500,AAPL,3.954828762945828,Bloomberg,2025-10-22 19:20:59
2019-08-14,203.16000366210935,206.44000244140625,202.58999633789065,202.75,201.6645050048828,36547400,AAPL,-0.2018131791291235,Bloomberg,2025-10-22 19:20:59
2019-08-15,203.4600067138672,205.13999938964844,199.6699981689453,201.7400054931641,200.659912109375,27227400,AAPL,-0.8453755843633651,Bloomberg,2025-10-22 19:20:59
2019-08-16,204.27999877929688,207.16000366210935,203.83999633789065,206.5,205.39442443847656,27620400,AAPL,1.0867442891957344,Bloomberg,2025-10-22 19:20:59
2019-08-19,210.6199951171875,212.72999572753903,210.02999877929688,210.3500061035156,209.22381591796875,24413600,AAPL,-0.12818774092254792,Bloomberg,2025-10-22 19:20:59
2019-08-20,210.8800048828125,213.3500061035156,210.32000732421875,210.3600006103516,209.2337646484375,26884300,AAPL,-0.2465877562692011,Bloomberg,2025-10-22 19:20:59
2019-08-21,212.9900054931641,213.6499938964844,211.6000061035156,212.63999938964844,211.5015563964844,21535400,AAPL,-0.16432982510387648,Bloomberg,2025-10-22 19:20:59
2019-08-22,213.19000244140625,214.44000244140625,210.75,212.4600067138672,211.3225250244141,22253700,AAPL,-0.3424155538155203,Bloomberg,2025-10-22 19:20:59
2019-08-23,209.42999267578125,212.0500030517578,201.0,202.63999938964844,201.5550994873047,46818000,AAPL,-3.2421303173344453,Bloomberg,2025-10-22 19:20:59
2019-08-26,205.8600006103516,207.19000244140625,205.05999755859372,206.4900054931641,205.3844757080078,26043600,AAPL,0.306035597466534,Bloomberg,2025-10-22 19:20:59
2019-08-27,207.8600006103516,208.5500030517578,203.52999877929688,204.16000366210935,203.06695556640625,25873300,AAPL,-1.7800427871537212,Bloomberg,2025-10-22 19:20:59
